LLM,filename,word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,BehaviorSpecification nodes ADD,3,1,0.333333333
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Stimulus name SET,1,1,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Display name SET,1,1,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,StructuredNode ports ADD,2,2,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Stimulus ports ADD,1,1,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Display ports ADD,1,1,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Port pChannels ADD,2,2,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Channel pFrom SET,2,2,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Channel pTo SET,2,2,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,StructuredNode processes ADD,4,4,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Process name SET,4,4,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Port portExtension SET,1,2,2
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Process processExtension SET,1,0,0
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,StructuredNode nChannels ADD,5,5,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Channel nFrom SET,5,5,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Channel nTo SET,5,5,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Port name SET,5,4,0.8
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Channel name SET,7,0,0
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Channel queueSize SET,4,6,1.5
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Channel rendezVous SET,5,7,1.4
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Channel message SET,5,0,0
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Message name SET,5,7,1.4
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Message entry ADD,5,7,1.4
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Entry name SET,5,7,1.4
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Entry type SET,7,7,1
GEMINI,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.xes,Channel direction SET,1,1,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,BehaviorSpecification nodes ADD,3,3,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Stimulus ports ADD,2,2,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,StructuredNode ports ADD,4,1,0.25
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Display ports ADD,2,2,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Port pChannels ADD,4,4,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Channel pFrom SET,4,4,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Channel pTo SET,4,7,1.75
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,StructuredNode processes ADD,6,8,1.333333333
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Process name SET,6,11,1.833333333
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,StructuredNode nChannels ADD,6,7,1.166666667
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Channel nFrom SET,6,7,1.166666667
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Channel nTo SET,6,7,1.166666667
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Port portExtension SET,2,3,1.5
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Process processExtension SET,2,1,0.5
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Port name SET,8,3,0.375
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Channel name SET,11,9,0.818181818
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Channel queueSize SET,6,6,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Channel rendezVous SET,6,6,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Channel message SET,6,6,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Message name SET,6,6,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Message entry ADD,6,6,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Entry name SET,6,6,1
GEMINI,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.xes,Entry type SET,6,6,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,BehaviorSpecification nodes ADD,3,3,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Stimulus name SET,1,1,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Display name SET,1,1,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,StructuredNode processes ADD,11,10,0.909090909
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Process name SET,11,10,0.909090909
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,StructuredNode ports ADD,6,6,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Stimulus ports ADD,3,3,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Port pChannels ADD,6,6,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Channel pFrom SET,6,6,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Channel pTo SET,6,7,1.166666667
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Port portExtension SET,3,2,0.666666667
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,StructuredNode nChannels ADD,11,9,0.818181818
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Channel nFrom SET,11,9,0.818181818
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Channel nTo SET,11,9,0.818181818
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Display ports ADD,3,3,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Process processExtension SET,3,3,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Port name SET,12,17,1.416666667
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Channel name SET,17,14,0.823529412
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Channel queueSize SET,10,11,1.1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Channel rendezVous SET,10,11,1.1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Channel message SET,10,0,0
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Message name SET,11,11,1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Message entry ADD,10,11,1.1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Entry name SET,10,11,1.1
GEMINI,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.xes,Entry type SET,11,11,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,BehaviorSpecification nodes ADD,3,3,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Stimulus name SET,1,1,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Display name SET,1,1,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,StructuredNode ports ADD,2,3,1.5
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Display ports ADD,1,1,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Port pChannels ADD,2,2,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Channel pFrom SET,2,2,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Channel pTo SET,2,3,1.5
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Stimulus ports ADD,1,1,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,StructuredNode processes ADD,5,5,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Process name SET,5,5,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Port portExtension SET,1,1,1
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Process processExtension SET,1,2,2
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,StructuredNode nChannels ADD,6,7,1.166666667
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Channel nFrom SET,6,7,1.166666667
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Channel nTo SET,6,7,1.166666667
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Port name SET,5,1,0.2
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Channel name SET,9,0,0
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Channel queueSize SET,6,0,0
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Channel rendezVous SET,6,0,0
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Channel message SET,6,0,0
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Message name SET,7,0,0
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Message entry ADD,6,0,0
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Entry name SET,6,0,0
GEMINI,2024-02-14 15.51 06%20-%20Sobel-representations.aird.xes,Entry type SET,9,0,0
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,BehaviorSpecification nodes ADD,3,3,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Stimulus name SET,1,1,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Display name SET,1,1,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,StructuredNode ports ADD,2,3,1.5
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Display ports ADD,1,1,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Port pChannels ADD,2,2,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Channel pFrom SET,2,2,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Channel pTo SET,2,3,1.5
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Stimulus ports ADD,1,1,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,StructuredNode processes ADD,5,5,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Process name SET,5,5,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Port portExtension SET,1,1,1
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Process processExtension SET,1,2,2
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,StructuredNode nChannels ADD,6,7,1.166666667
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Channel nFrom SET,6,7,1.166666667
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Channel nTo SET,6,7,1.166666667
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Port name SET,5,1,0.2
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Channel name SET,9,0,0
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Channel queueSize SET,6,0,0
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Channel rendezVous SET,6,0,0
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Channel message SET,6,0,0
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Message name SET,7,0,0
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Message entry ADD,6,0,0
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Entry name SET,6,0,0
GEMINI,2024-02-14 15.52 07%20-%20Roberts-representations.aird.xes,Entry type SET,9,0,0
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,BehaviorSpecification nodes ADD,3,3,1
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Stimulus name SET,1,1,1
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Display name SET,1,1,1
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,StructuredNode ports ADD,2,2,1
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Stimulus ports ADD,1,1,1
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Port pChannels ADD,2,1,0.5
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Channel pFrom SET,2,1,0.5
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Channel pTo SET,2,1,0.5
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,StructuredNode processes ADD,7,2,0.285714286
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Process name SET,7,8,1.142857143
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Port portExtension SET,1,1,1
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,StructuredNode nChannels ADD,8,6,0.75
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Channel nFrom SET,8,6,0.75
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Channel nTo SET,8,6,0.75
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Display ports ADD,1,1,1
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Process processExtension SET,1,1,1
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Port name SET,4,2,0.5
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Channel name SET,10,7,0.7
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Channel queueSize SET,8,6,0.75
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Channel rendezVous SET,8,6,0.75
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Channel message SET,8,6,0.75
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Message name SET,9,6,0.666666667
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Message entry ADD,8,6,0.75
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Entry name SET,8,6,0.75
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Entry type SET,11,6,0.545454545
GEMINI,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.xes,Channel direction SET,1,0,0
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,BehaviorSpecification nodes ADD,3,3,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Stimulus ports ADD,1,1,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,StructuredNode ports ADD,2,1,0.5
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Display ports ADD,1,1,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Port pChannels ADD,2,1,0.5
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Channel pFrom SET,2,1,0.5
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Channel pTo SET,2,2,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,StructuredNode processes ADD,5,5,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Process name SET,5,5,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Process processExtension SET,3,2,0.666666667
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Port portExtension SET,3,2,0.666666667
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,StructuredNode nChannels ADD,4,7,1.75
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Channel nFrom SET,4,3,0.75
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Channel nTo SET,4,3,0.75
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Stimulus name SET,1,1,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Display name SET,1,1,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Port name SET,4,6,1.5
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Channel name SET,6,4,0.666666667
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Channel queueSize SET,4,4,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Channel rendezVous SET,4,4,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Channel message SET,4,4,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Message name SET,4,4,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Message entry ADD,4,4,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Entry name SET,4,4,1
GEMINI,2024-02-14 17.00 09%20-%20Susan-representations.aird.xes,Entry type SET,4,4,1
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,BehaviorSpecification nodes ADD,3,3,1
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,StructuredNode ports ADD,2,3,1.5
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Display ports ADD,1,1,1
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Stimulus ports ADD,1,1,1
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Port pChannels ADD,2,2,1
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Channel pFrom SET,2,2,1
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Channel pTo SET,2,2,1
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,StructuredNode processes ADD,16,13,0.8125
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Process name SET,17,13,0.764705882
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Port portExtension SET,1,0,0
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Process processExtension SET,1,1,1
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,StructuredNode nChannels ADD,20,13,0.65
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Channel nFrom SET,20,13,0.65
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Channel nTo SET,20,13,0.65
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Port name SET,4,5,1.25
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Channel name SET,22,11,0.5
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Channel queueSize SET,18,10,0.555555556
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Channel rendezVous SET,20,10,0.5
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Channel message SET,20,10,0.5
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Message name SET,23,22,0.956521739
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Message entry ADD,19,21,1.105263158
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Entry name SET,19,21,1.105263158
GEMINI,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.xes,Entry type SET,36,21,0.583333333
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,BehaviorSpecification nodes ADD,3,3,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Stimulus ports ADD,1,1,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,StructuredNode ports ADD,2,1,0.5
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Display ports ADD,1,1,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Port pChannels ADD,2,0,0
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Channel pFrom SET,2,0,0
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Channel pTo SET,2,1,0.5
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,StructuredNode processes ADD,6,7,1.166666667
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Process name SET,6,7,1.166666667
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Port portExtension SET,1,1,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,StructuredNode nChannels ADD,8,8,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Channel nFrom SET,8,8,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Channel nTo SET,8,8,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Process processExtension SET,1,2,2
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Stimulus name SET,1,1,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Display name SET,1,1,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Port name SET,5,2,0.4
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Channel name SET,10,9,0.9
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Channel queueSize SET,8,8,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Channel rendezVous SET,8,8,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Channel message SET,8,8,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Message name SET,8,8,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Message entry ADD,8,8,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Entry name SET,8,8,1
GEMINI,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.xes,Entry type SET,8,8,1
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,BehaviorSpecification nodes ADD,3,3,1
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Stimulus ports ADD,2,2,1
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,StructuredNode ports ADD,3,2,0.666666667
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Display ports ADD,1,0,0
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Port pChannels ADD,3,2,0.666666667
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Channel pFrom SET,3,2,0.666666667
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Channel pTo SET,3,3,1
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Stimulus name SET,1,1,1
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Display name SET,1,1,1
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Port name SET,6,8,1.333333333
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Channel name SET,29,6,0.206896552
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,StructuredNode processes ADD,14,4,0.285714286
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Process name SET,15,5,0.333333333
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Port portExtension SET,2,1,0.5
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,StructuredNode nChannels ADD,24,12,0.5
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Channel nFrom SET,24,12,0.5
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Channel nTo SET,24,12,0.5
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Process processExtension SET,1,0,0
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Channel queueSize SET,23,5,0.217391304
GEMINI,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.xes,Channel rendezVous SET,24,5,0.208333333
